level_4_2	level_1_1	year	level_1_2	level_2_1	level_2_2	level_3_1	level_3_2	level_4_1	level_3_4_2	number_tested	mean_scale_score	level_3_4_1	district	grade	category
2.9	520	2011	11.7	1549	34.8	2257	50.7	129	53.6	4455	663	2386	24	3	All Students
6.1	361	2010	8.8	1645	40.0	1860	45.2	250	51.3	4116	671	2110	24	4	All Students
1.9	304	2011	7.3	1480	35.7	2290	55.2	77	57.0	4151	672	2367	24	4	All Students
12.3	426	2010	11.2	1422	37.3	1496	39.2	469	51.5	3813	672	1965	24	5	All Students
4.8	408	2011	9.9	1507	36.4	2025	48.9	198	53.7	4138	668	2223	24	5	All Students
4.4	556	2010	15.6	1429	40.0	1433	40.1	156	44.5	3574	660	1589	24	6	All Students
2.8	567	2011	15.1	1452	38.7	1628	43.4	105	46.2	3752	659	1733	24	6	All Students
8.0	519	2010	13.7	1710	45.3	1244	32.9	304	41.0	3777	663	1548	24	7	All Students
2.4	439	2011	11.2	1883	48.1	1497	38.3	94	40.7	3913	661	1591	24	7	All Students
5.3	548	2010	14.2	1666	43.2	1439	37.3	205	42.6	3858	654	1644	24	8	All Students
1.3	385	2011	9.9	1997	51.4	1456	37.5	49	38.7	3887	652	1505	24	8	All Students
8.2	3021	2010	13.0	9351	40.2	9003	38.7	1907	46.9	23282	664	10910	24	All Grades	All Students
2.7	2623	2011	10.8	9868	40.6	11153	45.9	652	48.6	24296	663	11805	24	All Grades	All Students
16.9	215	2010	9.6	758	33.8	893	39.8	379	56.7	2245	669	1272	25	3	All Students
6.0	185	2011	7.6	685	28.0	1429	58.4	148	64.4	2447	668	1577	25	3	All Students
8.6	119	2010	5.2	727	31.7	1249	54.5	197	63.1	2292	678	1446	25	4	All Students
3.2	114	2011	5.1	637	28.4	1421	63.3	72	66.5	2244	678	1493	25	4	All Students
15.8	141	2010	6.5	711	32.9	966	44.7	342	60.6	2160	676	1308	25	5	All Students
8.1	181	2011	7.7	674	28.5	1320	55.8	191	63.9	2366	672	1511	25	5	All Students
6.9	176	2010	8.1	771	35.5	1076	49.5	151	56.4	2174	665	1227	25	6	All Students
3.7	244	2011	10.5	750	32.3	1242	53.5	87	57.2	2323	663	1329	25	6	All Students
14.2	178	2010	7.9	802	35.8	942	42.1	317	56.2	2239	672	1259	25	7	All Students
3.1	187	2011	8.3	913	40.3	1094	48.3	70	51.4	2264	664	1164	25	7	All Students
9.0	225	2010	9.6	806	34.3	1108	47.1	211	56.1	2350	660	1319	25	8	All Students
2.6	242	2011	10.2	932	39.1	1146	48.1	63	50.7	2383	657	1209	25	8	All Students
11.9	1054	2010	7.8	4575	34.0	6234	46.3	1597	58.2	13460	670	7831	25	All Grades	All Students
4.5	1153	2011	8.2	4591	32.7	7652	54.6	631	59.1	14027	667	8283	25	All Grades	All Students
29.9	74	2010	4.7	339	21.5	691	43.8	472	73.8	1576	682	1163	26	3	All Students
11.0	55	2011	3.5	287	18.1	1070	67.5	174	78.4	1586	674	1244	26	3	All Students
14.3	32	2010	1.8	311	17.8	1159	66.2	250	80.4	1752	690	1409	26	4	All Students
7.5	37	2011	2.3	287	17.6	1187	72.7	122	80.2	1633	688	1309	26	4	All Students
28.4	45	2010	2.7	320	19.3	824	49.6	471	78.0	1660	691	1295	26	5	All Students
12.9	48	2011	2.7	296	16.4	1230	68.1	233	81.0	1807	680	1463	26	5	All Students
12.8	81	2010	4.4	396	21.4	1139	61.4	238	74.3	1854	674	1377	26	6	All Students
8.7	68	2011	3.8	405	22.5	1169	65.0	156	73.7	1798	670	1325	26	6	All Students
19.4	61	2010	3.2	526	27.8	940	49.6	367	69.0	1894	679	1307	26	7	All Students
9.0	67	2011	3.5	516	27.3	1136	60.1	171	69.2	1890	673	1307	26	7	All Students
14.7	62	2010	3.1	530	26.6	1111	55.7	293	70.3	1996	672	1404	26	8	All Students
3.6	58	2011	3.0	620	31.9	1196	61.6	69	65.1	1943	664	1265	26	8	All Students
19.5	355	2010	3.3	2422	22.6	5864	54.6	2091	74.1	10732	681	7955	26	All Grades	All Students
8.7	333	2011	3.1	2411	22.6	6988	65.6	925	74.3	10657	675	7913	26	All Grades	All Students
13.3	500	2010	13.8	1269	35.0	1375	37.9	482	51.2	3626	665	1857	27	3	All Students
3.0	473	2011	12.8	1251	33.9	1850	50.2	111	53.2	3685	662	1961	27	3	All Students
4.4	337	2010	9.5	1478	41.5	1593	44.7	155	49.1	3563	668	1748	27	4	All Students
2.2	262	2011	7.1	1388	37.5	1969	53.2	83	55.4	3702	671	2052	27	4	All Students
13.3	448	2010	12.5	1344	37.6	1307	36.6	475	49.9	3574	672	1782	27	5	All Students
5.5	337	2011	9.5	1241	34.9	1782	50.1	195	55.6	3555	669	1977	27	5	All Students
5.0	500	2010	13.8	1440	39.6	1512	41.6	183	46.6	3635	661	1695	27	6	All Students
2.4	456	2011	12.6	1443	39.9	1632	45.1	86	47.5	3617	660	1718	27	6	All Students
7.6	426	2010	11.6	1745	47.5	1224	33.3	280	40.9	3675	664	1504	27	7	All Students
2.3	417	2011	10.9	1890	49.5	1419	37.2	89	39.5	3815	661	1508	27	7	All Students
5.5	412	2010	10.8	1710	44.9	1475	38.8	208	44.2	3805	655	1683	27	8	All Students
0.9	355	2011	9.5	2004	53.7	1340	35.9	35	36.8	3734	651	1375	27	8	All Students
8.1	2623	2010	12.0	8986	41.1	8486	38.8	1783	46.9	21878	664	10269	27	All Grades	All Students
2.7	2300	2011	10.4	9217	41.7	9992	45.2	599	47.9	22108	662	10591	27	All Grades	All Students
15.9	381	2010	15.3	864	34.6	854	34.2	396	50.1	2495	666	1250	28	3	All Students
4.0	375	2011	14.4	911	35.0	1210	46.5	104	50.5	2600	661	1314	28	3	All Students
6.7	294	2010	11.3	1020	39.3	1104	42.6	175	49.3	2593	670	1279	28	4	All Students
3.3	204	2011	8.2	898	36.0	1311	52.5	83	55.8	2496	672	1394	28	4	All Students
13.6	315	2010	13.4	877	37.4	835	35.6	319	49.2	2346	672	1154	28	5	All Students
4.6	316	2011	12.2	970	37.6	1178	45.6	118	50.2	2582	667	1296	28	5	All Students
7.1	307	2010	12.6	879	35.9	1086	44.4	174	51.5	2446	664	1260	28	6	All Students
3.0	305	2011	12.6	802	33.1	1247	51.4	72	54.4	2426	661	1319	28	6	All Students
8.6	283	2010	13.0	946	43.5	757	34.8	187	43.4	2173	664	944	28	7	All Students
2.5	243	2011	10.8	1063	47.2	889	39.5	56	42.0	2251	662	945	28	7	All Students
5.9	238	2010	11.0	984	45.7	804	37.3	128	43.3	2154	655	932	28	8	All Students
1.1	214	2011	9.6	1144	51.4	843	37.9	25	39.0	2226	652	868	28	8	All Students
9.7	1818	2010	12.8	5570	39.2	5440	38.3	1379	48.0	14207	665	6819	28	All Grades	All Students
3.1	1657	2011	11.4	5788	39.7	6678	45.8	458	48.9	14581	663	7136	28	All Grades	All Students
10.0	450	2010	16.9	988	37.1	955	35.9	267	45.9	2660	661	1222	29	3	All Students
2.2	344	2011	13.1	1019	38.8	1203	45.9	57	48.0	2623	661	1260	29	3	All Students
2.6	301	2010	11.3	1284	48.4	1000	37.7	68	40.3	2653	664	1068	29	4	All Students
1.0	239	2011	8.9	1084	40.5	1329	49.6	26	50.6	2678	668	1355	29	4	All Students
7.3	405	2010	15.0	1194	44.2	904	33.5	196	40.8	2699	666	1100	29	5	All Students
3.1	302	2011	11.3	1156	43.4	1122	42.1	82	45.2	2662	665	1204	29	5	All Students
1.9	422	2010	16.6	1221	48.0	853	33.5	48	35.4	2544	656	901	29	6	All Students
0.8	431	2011	17.3	1123	45.0	920	36.9	21	37.7	2495	656	941	29	6	All Students
4.3	370	2010	14.0	1373	51.9	786	29.7	114	34.1	2643	659	900	29	7	All Students
0.8	339	2011	12.8	1491	56.4	792	30.0	21	30.8	2643	658	813	29	7	All Students
2.1	339	2010	12.4	1412	51.8	915	33.6	58	35.7	2724	650	973	29	8	All Students
0.3	244	2011	9.2	1548	58.6	841	31.9	7	32.1	2640	649	848	29	8	All Students
4.7	2287	2010	14.4	7472	46.9	5413	34.0	751	38.7	15923	659	6164	29	All Grades	All Students
1.4	1899	2011	12.1	7421	47.1	6207	39.4	214	40.8	15741	660	6421	29	All Grades	All Students
12.4	428	2010	14.6	1067	36.5	1065	36.4	362	48.8	2922	665	1427	30	3	All Students
2.9	393	2011	13.3	1096	37.0	1385	46.8	85	49.7	2959	661	1470	30	3	All Students
4.4	274	2010	9.4	1158	39.6	1361	46.6	130	51.0	2923	670	1491	30	4	All Students
2.7	225	2011	7.7	1175	40.1	1453	49.5	80	52.3	2933	671	1533	30	4	All Students
13.8	342	2010	11.9	1072	37.2	1067	37.1	397	50.9	2878	672	1464	30	5	All Students
5.7	254	2011	8.6	1030	34.7	1514	51.0	168	56.7	2966	669	1682	30	5	All Students
4.9	394	2010	12.7	1196	38.5	1365	43.9	153	48.8	3108	662	1518	30	6	All Students
3.0	381	2011	12.3	1167	37.7	1454	47.0	94	50.0	3096	661	1548	30	6	All Students
10.4	365	2010	12.5	1250	42.8	1003	34.3	305	44.7	2923	666	1308	30	7	All Students
2.7	278	2011	9.4	1352	45.8	1239	42.0	80	44.7	2949	662	1319	30	7	All Students
6.3	273	2010	9.4	1319	45.4	1130	38.9	184	45.2	2906	656	1314	30	8	All Students
1.4	247	2011	8.3	1460	49.2	1221	41.1	41	42.5	2969	654	1262	30	8	All Students
8.7	2076	2010	11.8	7062	40.0	6991	39.6	1531	48.3	17660	665	8522	30	All Grades	All Students
3.1	1778	2011	9.9	7280	40.7	8266	46.3	548	49.3	17872	663	8814	30	All Grades	All Students
15.4	657	2010	14.9	1398	31.8	1666	37.9	679	53.3	4400	666	2345	31	3	All Students
3.9	588	2011	12.5	1439	30.6	2486	52.9	184	56.8	4697	663	2670	31	3	All Students
4.3	432	2010	9.6	1766	39.1	2118	47.0	195	51.3	4511	669	2313	31	4	All Students
3.2	363	2011	8.2	1513	34.3	2387	54.2	143	57.4	4406	672	2530	31	4	All Students
13.1	472	2010	10.8	1608	36.7	1727	39.4	572	52.5	4379	673	2299	31	5	All Students
4.2	388	2011	8.6	1596	35.5	2328	51.7	189	55.9	4501	669	2517	31	5	All Students
4.4	568	2010	13.5	1644	38.9	1823	43.2	186	47.6	4221	661	2009	31	6	All Students
3.2	546	2011	13.0	1479	35.3	2033	48.5	136	51.7	4194	661	2169	31	6	All Students
9.0	495	2010	11.7	1772	41.7	1598	37.6	383	46.6	4248	665	1981	31	7	All Students
2.4	391	2011	9.2	1948	45.7	1819	42.7	103	45.1	4261	662	1922	31	7	All Students
5.1	398	2010	9.0	2061	46.8	1718	39.0	224	44.1	4401	655	1942	31	8	All Students
0.8	327	2011	7.6	2206	50.9	1761	40.7	36	41.5	4330	653	1797	31	8	All Students
8.6	3022	2010	11.6	10249	39.2	10650	40.7	2239	49.3	26160	665	12889	31	All Grades	All Students
3.0	2603	2011	9.9	10181	38.6	12814	48.6	791	51.6	26389	664	13605	31	All Grades	All Students
8.8	297	2010	22.7	502	38.3	396	30.2	116	39.1	1311	658	512	32	3	All Students
0.5	225	2011	18.2	523	42.3	482	39.0	6	39.5	1236	656	488	32	3	All Students
1.9	193	2010	15.3	654	51.8	392	31.0	24	32.9	1263	659	416	32	4	All Students
0.3	187	2011	14.3	619	47.4	495	37.9	4	38.2	1305	659	499	32	4	All Students
5.7	240	2010	17.9	593	44.2	434	32.3	76	38.0	1343	663	510	32	5	All Students
3.6	178	2011	13.8	568	44.0	500	38.7	46	42.3	1292	664	546	32	5	All Students
2.0	320	2010	24.0	554	41.6	433	32.5	26	34.4	1333	654	459	32	6	All Students
1.4	357	2011	25.9	557	40.5	444	32.2	19	33.6	1377	654	463	32	6	All Students
4.5	269	2010	17.9	749	49.9	415	27.6	68	32.2	1501	657	483	32	7	All Students
1.2	278	2011	21.0	669	50.6	360	27.2	16	28.4	1323	654	376	32	7	All Students
1.9	316	2010	20.3	790	50.9	417	26.9	30	28.8	1553	645	447	32	8	All Students
0.3	227	2011	15.0	891	58.9	390	25.8	5	26.1	1513	645	395	32	8	All Students
4.1	1635	2010	19.7	3842	46.3	2487	29.9	340	34.0	8304	656	2827	32	All Grades	All Students
1.2	1452	2011	18.0	3827	47.6	2671	33.2	96	34.4	8046	655	2767	32	All Grades	All Students
